07/31/18 19:51, -71.08257, 42.36305, 5.1, 6.8, 18120, 79.9
08/01/18 15:42, -71.08284, 42.36173, 5.8, 6.5, 7788, 79.9
08/03/18 14:00, 2.14654, 48.81317, 5.3, 6.8, 7713, 80.2
08/04/18 15:19, 2.28425, 48.76881, 4.6, 7.5, 9364, 80.1
08/05/18 17:33, 2.14651, 48.81328, 4.8, 6.7, 7094, 79.9
08/06/18 15:47, 2.14668, 48.8132, 4.9, 6.7, 8910, 80.6
08/08/18 15:40, 3.09381, 45.78424, 4.9, 7.2, 16174, 80.5
08/09/18 08:29, 3.09382, 45.78421, 5.1, 7.7, 19000, 80.7
08/10/18 13:30, 3.09427, 45.78365, 5.2, 6.5, 15487, 80.3
08/17/18 10:03, 2.27585, 48.87428, 5.3, 6.5, 19000, 80.1
08/17/18 14:08, -1.45047, 53.68542, 5.4, 6.5, 17147, 80.1
08/20/18 15:29, -21.92335, 64.53572, 5.8, 7.5, 7468, 80.1
08/21/18 15:52, -19.41659, 65.89895, 5.4, 7.8, 13699, 80.1
08/23/18 16:38, -20.82351, 65.62394, 5.1, 6.8, 9386, 80.1
08/24/18 14:33, -23.38432, 64.82311, 5, 7, 15222, 80.1
08/25/18 17:45, -21.94796, 64.14194, 4.9, 7, 10316, 80.1
08/26/18 16:30, 0, 0, 4.8, 6.6, 11328, 80.1
08/28/18 06:56, 3.09301, 45.78427, 6, 6.4, 13281, 80.1
08/29/18 12:20, 3.09378, 45.78427, 5.7, 7.5, 11054, 80.3
08/30/18 18:54, 3.09943, 45.7765, 5.2, 6.8, 6262, 79.9
09/01/18 21:56, 1.93478, 42.99934, 4.5, 7.5, 4854, 79.4
09/03/18 12:04, 3.09328, 45.78296, 4.9, 6.2, 5881, 79.8
09/04/18 10:28, 3.09373, 45.78428, 6.1, 7.5, 9826, 80.5
09/04/18 17:25, 3.09387, 45.78404, 3.9, 7.5, 8489, 80.5
09/05/18 13:46, 3.09381, 45.78426, 5.3, 7.2, 9416, 80.4
09/06/18 08:37, 3.09265, 45.7837, 4.6, 6.2, 7067, 80.1
09/06/18 13:30, 3.09264, 45.78369, 3.6, 6.2, 6645, 80.1
09/06/18 14:33, 3.09263, 45.78366, 5.1, 6.2, 6645, 80.1
09/07/18 10:41, 3.09266, 45.7837, 5.8, 7.5, 6408, 79.9
09/07/18 14:46, 3.09269, 45.78366, 5.5, 7.5, 7071, 79.9
09/07/18 15:59, 3.09264, 45.78368, 4, 7.5, 7009, 79.9
09/08/18 14:02, 2.14636, 48.8133, 5, 6.8, 9055, 80.2
09/09/18 11:05, 2.14686, 48.81316, 5.6, 7, 8730, 80.2
09/10/18 16:11, 2.12091, 48.81073, 5.2, 7.2, 8234, 80.7
09/11/18 14:25, 2.12072, 48.81042, 4.3, 6.8, 13426, 80.7
09/12/18 07:23, 2.14588, 48.81309, 5.5, 6.6, 13172, 80.7
09/14/18 17:55, 2.29543, 48.84993, 5.7, 7, 6682, 80.3
09/15/18 10:29, 2.11597, 48.82689, 6.4, 6.8, 8055, 80.2
09/16/18 07:51, 2.14675, 48.81315, 5.9, 6.8, 9139, 80
09/17/18 10:50, 2.82721, 49.00321, 6, 6.9, 11825, 80.6
09/19/18 01:49, -82.25844, 34.86296, 7, 6.2, 12651, 80.2
09/19/18 14:08, -82.25836, 34.86079, 6.3, 6.2, 12018, 80.2
